airbnb_neighbourhood_group,airbnb_neighbourhood,airbnb_lat,airbnb_long
Manhattan,Theater District,40.75755,-73.98573
Brooklyn,Bedford-Stuyvesant,40.69768691,-73.94495626
Manhattan,Financial District,40.704708,-74.006424
Manhattan,Lower East Side,40.71964,-73.99067
Manhattan,Lower East Side,40.71782,-73.99029
Manhattan,Lower East Side,40.71905,-73.98893
Manhattan,Lower East Side,40.71744,-73.98905
Manhattan,Lower East Side,40.72102,-73.99179
Manhattan,Chelsea,40.74881,-73.99661
Manhattan,Murray Hill,40.744286,-73.97187
Manhattan,Lower East Side,40.72308,-73.99138
Brooklyn,Bushwick,40.68532,-73.90868
Brooklyn,Bedford-Stuyvesant,40.682484,-73.93924
Manhattan,Nolita,40.72258,-73.99323
Manhattan,Theater District,40.75593,-73.98385
Brooklyn,Bedford-Stuyvesant,40.6774,-73.92096
Brooklyn,Cypress Hills,40.67843,-73.90692
Manhattan,Murray Hill,40.74763,-73.97329
Brooklyn,Bushwick,40.69281,-73.91527
Queens,Ridgewood,40.70529,-73.91332
Manhattan,Upper West Side,40.77572,-73.98942
Manhattan,Washington Heights,40.84062,-73.93744
Queens,Maspeth,40.72808,-73.89384
Brooklyn,Williamsburg,40.70435,-73.93614
Brooklyn,Bedford-Stuyvesant,40.67695,-73.91321
Brooklyn,Greenpoint,40.72568,-73.95213
Manhattan,Theater District,40.7631,-73.98511
Manhattan,Upper East Side,40.76224,-73.95848
Manhattan,Chelsea,40.74915,-73.99473
Queens,Long Island City,40.75232,-73.93156
Queens,Astoria,40.77313,-73.9242
Brooklyn,East New York,40.66248,-73.8919
Brooklyn,Clinton Hill,40.68484,-73.96665
Manhattan,Lower East Side,40.72285,-73.99268
Manhattan,Washington Heights,40.85932,-73.92557
Brooklyn,Crown Heights,40.67202,-73.95385
Queens,Astoria,40.77244,-73.92276
Manhattan,Lower East Side,40.72301,-73.992
Manhattan,Nolita,40.72261,-73.99346
Queens,Astoria,40.77024,-73.9247
Bronx,Tremont,40.8415,-73.88843
Queens,Ditmars Steinway,40.77356,-73.91638
Manhattan,East Village,40.73026,-73.99029
Queens,Maspeth,40.73709,-73.89637
Manhattan,Midtown,40.7618,-73.97579
Manhattan,Midtown,40.7617,-73.97527
Manhattan,Harlem,40.8081,-73.94708
Manhattan,West Village,40.73573,-74.00097
Brooklyn,Bedford-Stuyvesant,40.68992,-73.93677
Queens,Woodside,40.75193,-73.90049
Manhattan,Harlem,40.81778,-73.94264
Manhattan,East Village,40.72025,-73.97783
Manhattan,Midtown,40.75572,-73.97994
Manhattan,Midtown,40.75389,-73.98034
Manhattan,Chelsea,40.751,-73.99588
Queens,Ridgewood,40.70483,-73.90593
Brooklyn,Bedford-Stuyvesant,40.69417,-73.95085
Brooklyn,Bushwick,40.68698,-73.9165
Queens,Woodhaven,40.69657,-73.85637
Manhattan,Washington Heights,40.85386,-73.93194
Brooklyn,Bushwick,40.68515,-73.90959
Brooklyn,Flatbush,40.63159,-73.96457
Manhattan,East Village,40.72803,-73.98548
Queens,Jamaica,40.70561,-73.78605
Manhattan,Kips Bay,40.73946,-73.98072
Brooklyn,East Flatbush,40.65411,-73.93492
Queens,East Elmhurst,40.76579,-73.87732
Queens,Bayswater,40.60712,-73.75816
Manhattan,Theater District,40.76109,-73.98665
Manhattan,Theater District,40.75597,-73.98591
Manhattan,Theater District,40.75817,-73.98439
Queens,Woodhaven,40.6942,-73.85814
Manhattan,East Harlem,40.79643,-73.93793
Manhattan,Financial District,40.70744,-74.00619
Brooklyn,Flatbush,40.64189,-73.96811
Brooklyn,Park Slope,40.68246,-73.97762
Manhattan,Harlem,40.82829,-73.94795
Manhattan,Financial District,40.70789,-74.01125
Brooklyn,Greenpoint,40.72079,-73.94056
Queens,Woodhaven,40.69633,-73.85537
Queens,St. Albans,40.70657,-73.7595
Queens,Jamaica,40.69283,-73.80508
Brooklyn,Williamsburg,40.7133,-73.94513
Brooklyn,Crown Heights,40.67561,-73.93766
Brooklyn,Bushwick,40.69115,-73.90454
Queens,St. Albans,40.69053,-73.75066
Brooklyn,Bushwick,40.68709,-73.91164
Manhattan,Harlem,40.8267,-73.9415
Queens,Woodside,40.75355,-73.90283
Brooklyn,Park Slope,40.67163,-73.98086
Queens,Jamaica Estates,40.71345,-73.78814
Manhattan,Washington Heights,40.84222,-73.94139
Brooklyn,Bedford-Stuyvesant,40.67921,-73.94003
Brooklyn,Bedford-Stuyvesant,40.67891,-73.93957
Manhattan,Hell's Kitchen,40.7577,-73.99196
Bronx,University Heights,40.85734,-73.90805
Staten Island,Tompkinsville,40.63099,-74.0812
Queens,Elmhurst,40.73787,-73.86763
Queens,Woodhaven,40.68811,-73.86272
Queens,East Elmhurst,40.75901,-73.896698
Manhattan,Gramercy,40.73513,-73.98785
Brooklyn,East Flatbush,40.64961,-73.95109
Brooklyn,Carroll Gardens,40.68286,-74.00073
Brooklyn,Crown Heights,40.67617,-73.93058
Brooklyn,Bedford-Stuyvesant,40.68709,-73.95553
Queens,South Ozone Park,40.67066,-73.80758
Queens,Ditmars Steinway,40.76821,-73.89715
Bronx,Williamsbridge,40.87807,-73.84993
Manhattan,Upper West Side,40.79795,-73.96214
Manhattan,East Harlem,40.80003,-73.93682
Queens,Long Island City,40.7567,-73.92981
Manhattan,Nolita,40.72275,-73.99337
Queens,Long Island City,40.7502,-73.94133
Manhattan,Upper East Side,40.77896,-73.95706
Brooklyn,East New York,40.66735,-73.872
Queens,Richmond Hill,40.68362,-73.82799
Brooklyn,Flatlands,40.62789,-73.93026
Queens,Woodside,40.74796,-73.90685
Brooklyn,Bushwick,40.69080589,-73.91162234
Manhattan,East Village,40.72393,-73.97696
Queens,Astoria,40.76623,-73.92444
Brooklyn,Bedford-Stuyvesant,40.68361,-73.93515
Manhattan,Kips Bay,40.74451,-73.97764
Queens,Astoria,40.76844,-73.92325
Manhattan,Harlem,40.80152,-73.95469
Queens,Woodside,40.74364,-73.90157
Brooklyn,Bedford-Stuyvesant,40.68853,-73.937
Brooklyn,Bedford-Stuyvesant,40.67735,-73.91081
Staten Island,Port Richmond,40.63006,-74.13708
Brooklyn,Williamsburg,40.71441,-73.93783
Queens,Jamaica,40.68662,-73.78684
Queens,Corona,40.74188,-73.85835
Brooklyn,Cypress Hills,40.68057,-73.87307
Brooklyn,Bushwick,40.70683,-73.92001
Manhattan,Harlem,40.82131,-73.95727
Brooklyn,Bedford-Stuyvesant,40.684483,-73.957741
Brooklyn,Bushwick,40.69792,-73.93152
Queens,Glendale,40.70006,-73.89193
Brooklyn,Bath Beach,40.60609,-74.00577
Manhattan,Washington Heights,40.8446,-73.94109
Brooklyn,Williamsburg,40.71863,-73.95642
Brooklyn,East Flatbush,40.66236,-73.92823
Manhattan,Hell's Kitchen,40.7556,-73.99824
Queens,Ditmars Steinway,40.77295,-73.91163
Brooklyn,Bedford-Stuyvesant,40.68776,-73.95937
Manhattan,East Village,40.72345,-73.98922
Manhattan,Hell's Kitchen,40.75844,-73.99064
Manhattan,Hell's Kitchen,40.75557,-73.99244
Manhattan,Chelsea,40.74958,-73.99734
Queens,Rosedale,40.66258,-73.74628
Queens,Woodside,40.746231,-73.895096
Brooklyn,Bay Ridge,40.62479,-74.02045
Brooklyn,Bedford-Stuyvesant,40.68926,-73.93107
Brooklyn,Fort Greene,40.69636,-73.97257
Queens,Long Island City,40.76424,-73.9347
Manhattan,Hell's Kitchen,40.755795,-73.997543
Manhattan,Midtown,40.75142813,-73.98687442
Brooklyn,Bushwick,40.70084,-73.91525
Manhattan,Chinatown,40.71284,-73.99787
Manhattan,Hell's Kitchen,40.75575,-73.99496
Brooklyn,Greenpoint,40.72318,-73.9357
Brooklyn,Bedford-Stuyvesant,40.6893,-73.95462
Manhattan,Financial District,40.70822,-74.00416
Brooklyn,Crown Heights,40.66466,-73.94086
Manhattan,Upper West Side,40.79831,-73.96174
Queens,Ditmars Steinway,40.77489,-73.91103
Queens,Jamaica,40.66839,-73.77797
Queens,Long Island City,40.74597,-73.94893
Brooklyn,Crown Heights,40.67375,-73.93928
Queens,Queens Village,40.7058,-73.73557
Manhattan,Upper East Side,40.77737,-73.94574
Brooklyn,East New York,40.67644,-73.88715
Brooklyn,Williamsburg,40.70128,-73.94374
Brooklyn,Bushwick,40.69072,-73.90534
Brooklyn,Bushwick,40.68674,-73.90946
Manhattan,Harlem,40.82372,-73.95439
Brooklyn,Bushwick,40.6976,-73.93596
Bronx,Mount Hope,40.84683,-73.90759
Brooklyn,East New York,40.65593,-73.89587
Manhattan,Financial District,40.70503,-74.0081
Manhattan,Chelsea,40.75277,-73.99983
Manhattan,East Village,40.72612,-73.98841
Brooklyn,Bushwick,40.68768,-73.90805
Manhattan,Harlem,40.82348,-73.94754
Queens,Bayside,40.76591,-73.77826
Brooklyn,Bedford-Stuyvesant,40.69005,-73.95099
Manhattan,Hell's Kitchen,40.76116,-73.9918
Manhattan,East Harlem,40.7898018,-73.94005884
Manhattan,Nolita,40.72216,-73.99679
Manhattan,Gramercy,40.73702,-73.98132
Brooklyn,Bushwick,40.6949,-73.92565
Queens,Long Island City,40.76318,-73.93822
Brooklyn,Bedford-Stuyvesant,40.68054,-73.91847
Manhattan,Hell's Kitchen,40.75901,-73.99041
Manhattan,Morningside Heights,40.80434,-73.96349
Queens,Long Island City,40.75881,-73.92976
Queens,Long Island City,40.74808,-73.94698
Queens,South Ozone Park,40.67396181,-73.80978142
Brooklyn,Bedford-Stuyvesant,40.68217394,-73.93880375
Queens,Maspeth,40.73865835,-73.89807904
Bronx,Throgs Neck,40.81144307,-73.80412249
Manhattan,Inwood,40.86720203,-73.91891596
Brooklyn,Crown Heights,40.6735568,-73.9251876
Brooklyn,Crown Heights,40.6729799,-73.92950768
Brooklyn,Williamsburg,40.70674,-73.95002
Brooklyn,Crown Heights,40.66595922,-73.93561285
Manhattan,Inwood,40.86714419,-73.92626299
Manhattan,East Village,40.72526,-73.98826
Queens,East Elmhurst,40.75945594,-73.87133033
Queens,Rosedale,40.65577,-73.73272
Queens,Arverne,40.59434238,-73.79359176
Bronx,Parkchester,40.84007592,-73.85916889
Bronx,Wakefield,40.88944,-73.85987
Manhattan,Harlem,40.80494,-73.94998
Brooklyn,Greenpoint,40.73778,-73.95366
Manhattan,West Village,40.73491,-74.0058
Manhattan,Harlem,40.82335,-73.95322
Brooklyn,Williamsburg,40.71204,-73.96459
Manhattan,Upper West Side,40.79455,-73.97188
Manhattan,East Village,40.72694,-73.98173
Brooklyn,Cobble Hill,40.68812,-73.99155
Queens,Maspeth,40.72547,-73.90248
Brooklyn,Greenpoint,40.72655,-73.94304
Manhattan,Lower East Side,40.717,-73.98054
Manhattan,Upper East Side,40.76842,-73.95532
Manhattan,Theater District,40.75864,-73.98824
Manhattan,Chelsea,40.74993,-73.99633
Manhattan,Upper West Side,40.80071,-73.95948
Brooklyn,Sunset Park,40.66112,-73.99265
Brooklyn,Williamsburg,40.7164,-73.95474
Brooklyn,Williamsburg,40.71359,-73.9554
Manhattan,Theater District,40.75674,-73.98438
Manhattan,East Harlem,40.80581,-73.94234
Manhattan,Washington Heights,40.85521,-73.93168
Manhattan,Financial District,40.70419,-74.01127
Brooklyn,Bushwick,40.70683,-73.9193
Manhattan,Harlem,40.80279,-73.94605
Manhattan,Washington Heights,40.83135,-73.9421
Brooklyn,Park Slope,40.67545,-73.97667
Manhattan,Roosevelt Island,40.76273,-73.94911
Brooklyn,Williamsburg,40.71212,-73.96641
Brooklyn,Prospect Heights,40.67853,-73.96816
Manhattan,Harlem,40.80646,-73.94812
Queens,Jamaica,40.66964,-73.76668
Brooklyn,Sheepshead Bay,40.60712,-73.94238
Queens,Astoria,40.75708,-73.92669
Brooklyn,Bedford-Stuyvesant,40.68767,-73.95832
Queens,Ozone Park,40.67225,-73.83774
Manhattan,Kips Bay,40.73994,-73.97945
Manhattan,Harlem,40.80686,-73.95387
Manhattan,Lower East Side,40.71415,-73.98999
Bronx,Fieldston,40.89338,-73.89789
Queens,Elmhurst,40.74539,-73.88292
Brooklyn,Windsor Terrace,40.64827,-73.97283
Brooklyn,Clinton Hill,40.69348,-73.96782
Brooklyn,Bedford-Stuyvesant,40.67954,-73.93486
Manhattan,Washington Heights,40.84913,-73.93411
Manhattan,Harlem,40.82543,-73.94751
Manhattan,Upper East Side,40.76977,-73.95237
Manhattan,East Harlem,40.79137,-73.94388
Brooklyn,Bedford-Stuyvesant,40.69435,-73.95092
Brooklyn,Flatbush,40.64163,-73.96001
Queens,East Elmhurst,40.76909,-73.87155
Queens,Elmhurst,40.74375,-73.8832
Queens,Woodside,40.7446,-73.90388
Brooklyn,Gowanus,40.67798,-73.99149
Manhattan,Marble Hill,40.87778,-73.90965
Brooklyn,Prospect Heights,40.6775,-73.9651
Manhattan,Upper West Side,40.78322,-73.98095
Queens,Jackson Heights,40.75157,-73.86435
Brooklyn,Williamsburg,40.7197,-73.96024
Brooklyn,Cypress Hills,40.68365,-73.87822
Queens,Astoria,40.76881,-73.9269
Brooklyn,Bedford-Stuyvesant,40.68409,-73.91581
Manhattan,East Harlem,40.79054,-73.94602
Brooklyn,Bushwick,40.70137,-73.92012
Queens,Sunnyside,40.74204,-73.91174
Brooklyn,Bushwick,40.68178,-73.90575
Brooklyn,Park Slope,40.67707,-73.97505
Queens,Elmhurst,40.74362,-73.88171
Queens,Flushing,40.7577,-73.81925
Brooklyn,East Flatbush,40.65062,-73.95227
Brooklyn,Bergen Beach,40.62223,-73.90559
Queens,Flushing,40.76768,-73.82448
Queens,Astoria,40.75708,-73.92599
Manhattan,Hell's Kitchen,40.76456,-73.98939
Queens,Woodside,40.74534,-73.90923
Queens,Jackson Heights,40.75278,-73.88267
Manhattan,East Harlem,40.79398,-73.93574
Brooklyn,Carroll Gardens,40.67532,-73.99981
Brooklyn,Midwood,40.62742,-73.96114
Manhattan,Upper East Side,40.77747,-73.956
Manhattan,Washington Heights,40.83661,-73.94282
Queens,Jamaica,40.682037,-73.796814
Manhattan,East Village,40.72692,-73.98794
Brooklyn,Williamsburg,40.71199,-73.96202
Manhattan,Chelsea,40.74062,-74.00373
Brooklyn,Williamsburg,40.72193,-73.95437
Brooklyn,Prospect-Lefferts Gardens,40.66289,-73.95756
Brooklyn,Bedford-Stuyvesant,40.67942,-73.94141
Brooklyn,Bushwick,40.70148,-73.91819
Queens,Long Island City,40.76078,-73.93065
Queens,East Elmhurst,40.76708,-73.87297
Brooklyn,Fort Greene,40.69404,-73.974
Manhattan,Harlem,40.80517,-73.94645
Staten Island,St. George,40.64333,-74.07799
Brooklyn,Sunset Park,40.66238,-73.99096
Manhattan,Hell's Kitchen,40.75934,-73.99339
Manhattan,East Village,40.72465,-73.98562
Manhattan,Kips Bay,40.7436,-73.9813
Manhattan,Upper West Side,40.80039,-73.96939
Manhattan,Little Italy,40.71997,-73.99662
Manhattan,Upper West Side,40.795319,-73.962914
Brooklyn,Canarsie,40.64045,-73.89297
Brooklyn,Bedford-Stuyvesant,40.68347,-73.92192
Queens,Ridgewood,40.70532,-73.90259
Manhattan,East Harlem,40.79772,-73.94215
Brooklyn,Williamsburg,40.71748665,-73.95015403
Queens,Astoria,40.76692,-73.91476
Manhattan,East Village,40.72541,-73.98516
Manhattan,Hell's Kitchen,40.76332,-73.99032
Manhattan,East Harlem,40.7891,-73.94769
Manhattan,Upper East Side,40.78278,-73.94819
Brooklyn,East New York,40.65798,-73.89501
Manhattan,Chinatown,40.71642,-73.99836
Brooklyn,Bedford-Stuyvesant,40.68944,-73.94402
Manhattan,Harlem,40.80802,-73.95139
Queens,Elmhurst,40.73631,-73.88244
Manhattan,Hell's Kitchen,40.76052,-73.99645
Manhattan,Midtown,40.76043,-73.96857
Brooklyn,Williamsburg,40.71335,-73.94391
Manhattan,Hell's Kitchen,40.75981,-73.99482
Manhattan,East Village,40.72576,-73.9761
Brooklyn,Windsor Terrace,40.6547,-73.97853
Queens,Flushing,40.74541,-73.83311
Manhattan,Upper East Side,40.76534,-73.96274
Brooklyn,Williamsburg,40.70862,-73.93925
Manhattan,East Village,40.72837,-73.98075
Queens,Elmhurst,40.7375,-73.88446
Brooklyn,Prospect Heights,40.68069,-73.972
Manhattan,Midtown,40.74573,-73.98828
Brooklyn,Bedford-Stuyvesant,40.68325,-73.95483
Brooklyn,Williamsburg,40.71971,-73.94103
Brooklyn,Bedford-Stuyvesant,40.69373,-73.94336
Manhattan,Gramercy,40.73849,-73.98241
Brooklyn,Bushwick,40.70382,-73.92464
Bronx,Edenwald,40.88143,-73.84297
Queens,Flushing,40.74562,-73.83406
Queens,Sunnyside,40.73987,-73.92737
Manhattan,Hell's Kitchen,40.76125,-73.9919
Queens,Ridgewood,40.70305,-73.91242
Queens,South Ozone Park,40.67288,-73.81255
Manhattan,Inwood,40.86866,-73.92252
Manhattan,Hell's Kitchen,40.76631,-73.99177
Brooklyn,Crown Heights,40.67454,-73.95051
Brooklyn,Canarsie,40.63935,-73.90823
Brooklyn,Crown Heights,40.67704,-73.94558
Bronx,Clason Point,40.81257,-73.85371
Manhattan,Hell's Kitchen,40.75555,-73.99227
Brooklyn,Bay Ridge,40.63246,-74.02726
Brooklyn,Cypress Hills,40.67801,-73.90613
Brooklyn,Flatbush,40.64453,-73.95746
Brooklyn,Bushwick,40.70636,-73.92039
Manhattan,East Harlem,40.78505,-73.94319
Manhattan,Kips Bay,40.74327,-73.98146
Staten Island,Tompkinsville,40.62988,-74.08639
Brooklyn,Greenpoint,40.72024,-73.94756
Brooklyn,Crown Heights,40.67902,-73.95544
Brooklyn,East Flatbush,40.64163,-73.93033
Manhattan,Hell's Kitchen,40.76054,-73.99775
Brooklyn,Bedford-Stuyvesant,40.69019,-73.95321
Brooklyn,Bushwick,40.70168,-73.91243
Manhattan,NoHo,40.7247,-73.99248
Manhattan,Chelsea,40.7447,-74.00467
Manhattan,Morningside Heights,40.80333,-73.96382
Manhattan,Upper East Side,40.76231,-73.96092
Brooklyn,Bushwick,40.70041,-73.91948
Queens,Elmhurst,40.74746,-73.87984
Brooklyn,Canarsie,40.63816,-73.88616
Manhattan,Harlem,40.82386,-73.94971
Manhattan,Harlem,40.79884,-73.95242
Brooklyn,East Flatbush,40.66542,-73.92607
Bronx,Riverdale,40.89588,-73.90879
Queens,Forest Hills,40.71816,-73.84946
Brooklyn,Clinton Hill,40.68114,-73.96406
Manhattan,Midtown,40.7469,-73.98666
Queens,Flushing,40.75636,-73.80369
Manhattan,Harlem,40.80899,-73.94122
Brooklyn,Crown Heights,40.67652,-73.93595
Brooklyn,Bedford-Stuyvesant,40.68325,-73.9583
Brooklyn,Bedford-Stuyvesant,40.68467,-73.93378
Manhattan,Lower East Side,40.71816,-73.99071
Brooklyn,Prospect-Lefferts Gardens,40.66159,-73.96189
Manhattan,Lower East Side,40.72117,-73.99196
Manhattan,Lower East Side,40.72075,-73.99179
Manhattan,Lower East Side,40.72286,-73.99269
Brooklyn,Cypress Hills,40.68102,-73.89375
Manhattan,Inwood,40.86455,-73.92072
Manhattan,West Village,40.73817,-73.99909
Brooklyn,Cypress Hills,40.68507,-73.87198
Brooklyn,Columbia St,40.68475,-74.00452
Manhattan,Chelsea,40.74957,-73.99653
Brooklyn,Williamsburg,40.71043,-73.95974
Queens,Rosedale,40.65256,-73.74703
Manhattan,East Harlem,40.79832,-73.94698
Brooklyn,Windsor Terrace,40.65555,-73.97763
Bronx,Kingsbridge,40.87249,-73.90027
Brooklyn,Bushwick,40.69411,-73.92518
Manhattan,Nolita,40.72241,-73.99366
Queens,Maspeth,40.73509,-73.89535
Manhattan,Midtown,40.76346,-73.97686
Brooklyn,Carroll Gardens,40.68256,-73.99169
Queens,Cambria Heights,40.69485,-73.72415
Manhattan,Chelsea,40.74924,-73.99823
Brooklyn,Bushwick,40.69238,-73.90299
Brooklyn,Sheepshead Bay,40.58609,-73.93386
Brooklyn,Prospect-Lefferts Gardens,40.65962,-73.96208
Brooklyn,Flatbush,40.63323,-73.94826
Queens,Jackson Heights,40.75465,-73.87731
Brooklyn,Bushwick,40.69022,-73.90904
Queens,Woodhaven,40.69454,-73.8566
Brooklyn,East Flatbush,40.64986,-73.95114
Manhattan,Chelsea,40.75064,-73.99644
Manhattan,West Village,40.73327,-74.0096
Manhattan,Lower East Side,40.72081,-73.99196
Manhattan,East Village,40.73021,-73.98187
Brooklyn,Greenpoint,40.72217,-73.9399
Manhattan,East Village,40.72236,-73.98136
Manhattan,Lower East Side,40.71781,-73.9901
Brooklyn,Bedford-Stuyvesant,40.67945,-73.91046
Manhattan,Midtown,40.74381,-73.9835
Brooklyn,Prospect-Lefferts Gardens,40.66203,-73.94123
Queens,Jackson Heights,40.75435,-73.87015
Bronx,Williamsbridge,40.87669,-73.85491
Bronx,Parkchester,40.83775,-73.86856
Manhattan,Upper East Side,40.77257,-73.95586
Queens,Forest Hills,40.72596,-73.85324
Manhattan,Hell's Kitchen,40.75775,-73.99516
Brooklyn,Crown Heights,40.67289,-73.94344
Brooklyn,Boerum Hill,40.68614,-73.9896
Brooklyn,Williamsburg,40.71284,-73.93695
Brooklyn,Gowanus,40.68369,-73.98913
Queens,Astoria,40.75627,-73.91638
Brooklyn,Flatbush,40.65401,-73.95678
Queens,Rosedale,40.65369,-73.71997
Brooklyn,Bushwick,40.68857,-73.91996
Manhattan,East Village,40.73014,-73.98539
Brooklyn,Greenpoint,40.71915,-73.95333
Brooklyn,Williamsburg,40.71443,-73.96369
Manhattan,Hell's Kitchen,40.75627,-73.99776
Queens,Jackson Heights,40.75487,-73.87189
Brooklyn,Mill Basin,40.61264,-73.91791
Brooklyn,Bedford-Stuyvesant,40.68758,-73.95923
Brooklyn,Williamsburg,40.70841,-73.94138
Brooklyn,Bedford-Stuyvesant,40.69096,-73.93712
Queens,Briarwood,40.70681,-73.81578
Brooklyn,Bedford-Stuyvesant,40.68967,-73.94568
Manhattan,Chelsea,40.74949,-73.99651
Bronx,Parkchester,40.83825,-73.86896
Queens,Forest Hills,40.71194,-73.85454
Brooklyn,Bushwick,40.69765,-73.90855
Brooklyn,Clinton Hill,40.68202514,-73.96317753
Brooklyn,Williamsburg,40.70871,-73.93903
Brooklyn,Williamsburg,40.71909,-73.95687
Brooklyn,Canarsie,40.62932,-73.89781
Manhattan,Hell's Kitchen,40.75784,-73.99154
Manhattan,Little Italy,40.71804,-73.99789
Manhattan,Midtown,40.75843,-73.96191
Manhattan,Chelsea,40.75099,-73.99621
Manhattan,Upper East Side,40.76167,-73.96627
Brooklyn,Bedford-Stuyvesant,40.68516,-73.91726
Bronx,Allerton,40.86590536,-73.85395854
Brooklyn,Greenpoint,40.72767,-73.95086
Staten Island,Graniteville,40.61887,-74.14987
Brooklyn,Bedford-Stuyvesant,40.69481273,-73.94024568
Brooklyn,Flatbush,40.6547578,-73.95396716
Brooklyn,Crown Heights,40.66971,-73.92886
Brooklyn,East Flatbush,40.65073542,-73.93102153
Queens,Richmond Hill,40.68392694,-73.81910595
Queens,Jackson Heights,40.75223257,-73.87775298
Brooklyn,Bedford-Stuyvesant,40.68742593,-73.94626332
Queens,Ridgewood,40.70032914,-73.90910251
Manhattan,East Harlem,40.8019,-73.93762
Bronx,Kingsbridge,40.87069,-73.90113
Manhattan,Upper West Side,40.79999,-73.96338
Brooklyn,Bedford-Stuyvesant,40.685,-73.94262
Brooklyn,Williamsburg,40.71912,-73.95976
Brooklyn,Bedford-Stuyvesant,40.68547,-73.95283
Manhattan,Harlem,40.81282,-73.94465
Manhattan,Harlem,40.80131,-73.95617
Queens,Forest Hills,40.71336,-73.849
Manhattan,Financial District,40.70771,-74.00794
Manhattan,Chelsea,40.74912,-73.99667
Manhattan,Chelsea,40.75398,-73.99982
Brooklyn,Williamsburg,40.70829,-73.94852
Brooklyn,South Slope,40.6658,-73.98555
Brooklyn,Greenpoint,40.72242,-73.94523
Brooklyn,Williamsburg,40.71389,-73.93677
Staten Island,Tompkinsville,40.63395,-74.08691
Manhattan,Harlem,40.8011,-73.95613
Brooklyn,Flatbush,40.6343,-73.96441
Brooklyn,Bedford-Stuyvesant,40.69035,-73.92879
Manhattan,Harlem,40.80692,-73.94347
Queens,Astoria,40.75653,-73.92515
Manhattan,SoHo,40.72599,-74.0053
Brooklyn,Bedford-Stuyvesant,40.68088,-73.93003
Manhattan,Chelsea,40.74039,-74.00013
Manhattan,East Harlem,40.80812,-73.93879
Manhattan,Harlem,40.80526,-73.94618
Brooklyn,Park Slope,40.66971,-73.98666
Manhattan,Upper West Side,40.77738,-73.97897
Manhattan,East Village,40.72537,-73.97861
Manhattan,Chelsea,40.7445,-73.99397
Brooklyn,Sunset Park,40.64265,-74.00261
Manhattan,Chelsea,40.74042,-73.99849
Brooklyn,East New York,40.67139,-73.87767
Brooklyn,Clinton Hill,40.69511,-73.96623
Brooklyn,Gowanus,40.67128,-73.99167
Manhattan,Harlem,40.82177,-73.9545
Brooklyn,Williamsburg,40.71217,-73.95731
Queens,Long Island City,40.76247,-73.92676
Brooklyn,East Flatbush,40.64141,-73.94054
Brooklyn,Williamsburg,40.71623,-73.94067
Brooklyn,Bedford-Stuyvesant,40.6927,-73.94513
Brooklyn,Gowanus,40.66978,-73.99045
Queens,Flushing,40.75814,-73.8205
Brooklyn,Bedford-Stuyvesant,40.68579,-73.94151
Brooklyn,Flatbush,40.64209,-73.96548
Brooklyn,Brighton Beach,40.5785,-73.96345
Brooklyn,Borough Park,40.64402,-73.99751
Manhattan,East Harlem,40.79172,-73.9499
Manhattan,Greenwich Village,40.72956,-74.0004
Brooklyn,Bedford-Stuyvesant,40.67744,-73.92331
Manhattan,Greenwich Village,40.72956,-74.00088
Manhattan,Hell's Kitchen,40.76703,-73.98527
Brooklyn,Bushwick,40.69673,-73.93013
Brooklyn,East New York,40.67134,-73.87862
Queens,Flushing,40.74592,-73.83465
Queens,Elmhurst,40.74728,-73.88385
Bronx,Wakefield,40.89429,-73.85867
Queens,Jackson Heights,40.75141,-73.87479
Queens,Astoria,40.76231,-73.91844
Manhattan,Harlem,40.80478,-73.94366
Manhattan,East Village,40.72892,-73.98556
Brooklyn,Canarsie,40.64408,-73.89151
Manhattan,Little Italy,40.71933,-73.994843
Brooklyn,Bushwick,40.69076,-73.91487
Manhattan,East Village,40.72388,-73.98879
Queens,Jamaica,40.68187,-73.77619
Queens,East Elmhurst,40.76382,-73.8686
Brooklyn,Crown Heights,40.67359,-73.91168
Brooklyn,Borough Park,40.6438,-74.00017
Bronx,Wakefield,40.90505,-73.84651
Brooklyn,Boerum Hill,40.68726,-73.98982
Brooklyn,Brooklyn Heights,40.69967,-73.9946
Queens,Richmond Hill,40.70336,-73.81901
Queens,Astoria,40.75967,-73.92685
Manhattan,Midtown,40.74724,-73.98938
Brooklyn,Bedford-Stuyvesant,40.68131,-73.91606
Queens,Ridgewood,40.71057,-73.89799
Brooklyn,Cypress Hills,40.67614,-73.90038
Brooklyn,Sunset Park,40.64876,-74.00597
Bronx,Kingsbridge,40.88395,-73.89777
Manhattan,Hell's Kitchen,40.76247,-73.98605
Manhattan,West Village,40.73339,-74.00146
Brooklyn,Bay Ridge,40.63295722,-74.03123136
Brooklyn,Gravesend,40.5992,-73.97451
Queens,Long Island City,40.74798,-73.94885
Brooklyn,East New York,40.66278,-73.86049
Queens,Rockaway Beach,40.58389,-73.81757
Brooklyn,Red Hook,40.6782,-74.01154
Manhattan,Hell's Kitchen,40.7615,-73.99681
Brooklyn,Brighton Beach,40.57756,-73.96501
Brooklyn,Bedford-Stuyvesant,40.68524,-73.91553
Queens,Astoria,40.76568,-73.91128
Manhattan,Kips Bay,40.7402,-73.982
Brooklyn,Canarsie,40.64002,-73.90947
Brooklyn,East New York,40.67586,-73.87938
Brooklyn,Bedford-Stuyvesant,40.69909,-73.93937
